old_path,model,implementation,dataset,context_mode,feature_set,purpose,scope,is_pipeline,is_benchmark,is_smoke,is_analysis,is_ablation,is_modality_missing,is_formal,is_official,is_paper_aligned,is_project_variant,entrypoint,referenced_configs,referenced_scripts,feature_path,output_path,candidate_new_path,risk_level,confidence,manual_review,notes,yaml_top_level_keys,model_key,model_variant,causal_flag,split,validation_session,test_session,seed,task,parent_base_config,pipeline_stages,checkpoint_path,runtime_keys,modality_settings,missing_modality_settings,provenance_evidence
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,medium,high,NO,Smoke evidence: project identity and training.epochs=2 with train and val batch limits of 2; purpose remains formal; no YAML move or edit.,causal|causal_contract_version|project|system|dataset|model|graph|training|output,MultiDAGCL,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]","[""text"", ""audio"", ""visual""]",,clean RoBERTa protocol/path/content
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses01.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output|protocol|provenance,MultiDAGCL,,true,,Ses01,,42,formal,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]","[""text"", ""audio"", ""visual""]",,clean RoBERTa protocol/path/content
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses02.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output|protocol|provenance,MultiDAGCL,,true,,Ses02,,42,formal,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]","[""text"", ""audio"", ""visual""]",,clean RoBERTa protocol/path/content
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses03.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output|protocol|provenance,MultiDAGCL,,true,,Ses03,,42,formal,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]","[""text"", ""audio"", ""visual""]",,clean RoBERTa protocol/path/content
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses04.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output|protocol|provenance,MultiDAGCL,,true,,Ses04,,42,formal,configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]","[""text"", ""audio"", ""visual""]",,clean RoBERTa protocol/path/content
configs/baselines/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav_smoke.yaml,medium,high,NO,Smoke evidence: experiment identity plus training.epochs=1 batch_size=2 and train and val batch limits of 2; purpose remains formal.,project|system|dataset|model|graph|training|output,MultiDAGCL,,past_all_causal,,,,42,formal,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_quick.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,formal,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_smoke.yaml,medium,high,NO,Smoke evidence: experiment identity plus training.epochs=1 batch_size=2 and train and val batch limits of 2; purpose remains formal.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,formal,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,past_all_causal,,,,42,context_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/context_w0_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w0_tav.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,context_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/context_w1_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w1_tav.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,context_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/context_w3_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w3_tav.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,context_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/context_w5_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,scripts/diagnostics/data/diagnose_iemocap_splits.py,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav.yaml,high,high,NO,Distinct context-ablation identity retained; candidate path is unique after correcting path generation; no YAML move or edit.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,context_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/modality_w5_a.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_a.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,modality_ablation,,,,"[""graph""]","[""audio""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/modality_w5_av.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_av.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,modality_ablation,,,,"[""graph""]","[""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/modality_w5_t.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_t.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,modality_ablation,,,,"[""graph""]","[""text""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/modality_w5_ta.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_ta.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,modality_ablation,,,,"[""graph""]","[""text"", ""audio""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_tav.yaml,high,high,NO,Distinct modality-ablation identity retained; candidate path is unique after correcting path generation; no YAML move or edit.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,modality_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tv.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_tv.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,modality_ablation,,,,"[""graph""]","[""text"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_v.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,modality_ablation,,,,"[""graph""]","[""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_cosine.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_cosine.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_past_all_causal_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav_stable_candidate.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,past_all_causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w0_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w0_tav_stable_candidate.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w3_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w3_tav_stable_candidate.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout01.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout02.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_graph1.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_linear_encoder.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr3e4.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr5e4.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_candidate.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,project|system|dataset|model|graph|training|output,MultiDAGCL,,causal,,,,42,stability_ablation,,,,"[""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/data/iemocap_feature_sets.yaml,,,iemocap,,,shared_data,shared_data,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl|third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,,configs/_shared/data/iemocap/feature_sets.yaml,low,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,legacy_mmgcn_textcnn|clean_roberta_v1,,,,,,,,shared_data,,,,,,,
